PolicyID,AccountID,ProductID,InsurerID,StartDate,EndDate,Status
POL0017681,A04827,P00001,I00001,11/22/2019,12/20/2028,Expired
POL0017682,A04884,P00002,I00003,3/1/2024,6/23/2027,Expired
POL0017683,A00076,P00003,I00005,2/10/2023,3/2/2026,Expired
POL0017684,A01150,P00004,I00006,12/2/2022,4/8/2025,Cancelled
POL0017685,A05804,P00004,I00004,9/21/2023,10/15/2027,Expired
POL0017686,A06277,P00005,I00004,6/23/2024,6/30/2029,Cancelled
POL0017687,A05162,P00004,I00006,1/7/2021,2/23/2029,Expired
POL0017688,A02061,P00002,I00001,5/11/2024,12/25/2024,Cancelled
POL0017689,A02636,P00004,I00001,9/18/2021,11/12/2025,Cancelled
POL0017690,A05973,P00007,I00005,1/24/2023,8/21/2026,Expired
POL0017691,A01478,P00003,I00001,9/9/2021,6/29/2026,Cancelled
POL0017692,A05776,P00002,I00002,10/6/2023,9/11/2024,Cancelled
POL0017693,A03141,P00002,I00001,7/30/2021,1/22/2026,Active
POL0017694,A05350,P00001,I00002,7/26/2022,2/25/2027,Expired
POL0017695,A01261,P00007,I00002,4/8/2020,4/6/2027,Cancelled
POL0017696,A04077,P00006,I00006,2/27/2023,5/20/2027,Cancelled
POL0017697,A00809,P00006,I00005,10/26/2019,12/10/2024,Active
POL0017698,A02114,P00004,I00001,6/23/2024,3/2/2027,Expired
POL0017699,A03449,P00004,I00005,6/9/2024,5/21/2029,Cancelled
POL0017700,A05409,P00004,I00001,3/2/2024,6/23/2029,Cancelled
POL0017701,A02302,P00007,I00002,6/16/2024,11/27/2025,Cancelled
POL0017702,A01864,P00005,I00002,6/12/2024,3/3/2027,Expired
POL0017703,A00705,P00006,I00001,7/9/2022,5/6/2029,Expired
POL0017704,A06174,P00001,I00004,2/19/2024,8/23/2027,Expired
POL0017705,A01226,P00002,I00001,1/26/2023,1/17/2028,Active
POL0017706,A06479,P00001,I00002,4/29/2020,7/5/2029,Expired
POL0017707,A02851,P00003,I00003,12/10/2023,9/22/2025,Expired
POL0017708,A00341,P00003,I00002,4/5/2021,11/5/2024,Cancelled
POL0017709,A05630,P00005,I00005,6/3/2021,1/30/2026,Expired
POL0017710,A03841,P00005,I00003,3/5/2024,8/15/2024,Expired
POL0017711,A05820,P00004,I00005,8/6/2023,11/4/2028,Expired
POL0017712,A04837,P00004,I00001,12/18/2022,7/22/2029,Expired
POL0017713,A01893,P00004,I00004,12/15/2022,12/11/2025,Active
POL0017714,A05720,P00003,I00001,4/19/2022,10/7/2026,Active
POL0017715,A03815,P00005,I00006,2/20/2024,5/7/2027,Active
POL0017716,A00286,P00003,I00003,4/28/2024,8/6/2026,Cancelled
POL0017717,A03865,P00005,I00003,2/1/2021,8/5/2027,Expired
POL0017718,A05843,P00007,I00001,1/1/2024,8/28/2024,Cancelled
POL0017719,A06317,P00004,I00004,6/23/2020,6/23/2028,Expired
POL0017720,A00502,P00002,I00004,12/14/2020,6/5/2028,Active
POL0017721,A02915,P00005,I00001,10/30/2021,12/13/2028,Active
POL0017722,A01324,P00005,I00004,6/2/2023,4/12/2026,Active
POL0017723,A00472,P00002,I00004,4/13/2022,9/14/2025,Cancelled
POL0017724,A01328,P00007,I00006,5/17/2020,9/13/2024,Expired
POL0017725,A02754,P00004,I00004,8/2/2021,7/12/2028,Cancelled
POL0017726,A00355,P00003,I00003,7/6/2024,11/17/2027,Cancelled
POL0017727,A02460,P00005,I00002,10/31/2023,3/28/2027,Cancelled
POL0017728,A02655,P00002,I00006,7/13/2021,3/20/2026,Cancelled
POL0017729,A05252,P00006,I00006,11/9/2021,12/26/2025,Active
POL0017730,A01547,P00005,I00006,11/21/2021,10/11/2026,Cancelled
POL0017731,A05785,P00003,I00002,8/6/2024,6/11/2027,Active
POL0017732,A06277,P00003,I00002,8/19/2019,12/31/2027,Cancelled
POL0017733,A01795,P00004,I00005,5/23/2023,9/20/2024,Expired
POL0017734,A04888,P00001,I00002,1/20/2023,10/7/2026,Cancelled
POL0017735,A06462,P00001,I00005,8/27/2019,2/8/2025,Active
POL0017736,A05106,P00007,I00006,4/4/2021,5/29/2025,Cancelled
POL0017737,A03442,P00004,I00002,9/12/2023,4/24/2028,Expired
POL0017738,A02608,P00007,I00006,2/11/2021,10/10/2027,Cancelled
POL0017739,A03090,P00006,I00001,2/13/2023,7/9/2025,Active
POL0017740,A03963,P00006,I00001,2/20/2024,9/9/2024,Active
POL0017741,A02138,P00002,I00006,3/30/2020,9/18/2028,Expired
POL0017742,A00344,P00003,I00003,12/16/2023,4/30/2027,Expired
POL0017743,A01049,P00001,I00003,3/27/2023,2/21/2026,Cancelled
POL0017744,A05089,P00001,I00004,2/12/2021,7/14/2025,Expired
POL0017745,A05719,P00005,I00006,11/27/2019,9/24/2028,Active
POL0017746,A05195,P00004,I00005,6/26/2021,9/14/2026,Active
POL0017747,A01902,P00003,I00002,11/16/2019,4/15/2027,Active
POL0017748,A01055,P00007,I00002,9/19/2022,12/4/2027,Expired
POL0017749,A00420,P00001,I00002,1/2/2022,6/2/2027,Expired
POL0017750,A05782,P00002,I00003,6/29/2022,4/30/2029,Cancelled
POL0017751,A00730,P00003,I00003,9/15/2019,1/8/2025,Active
POL0017752,A00004,P00006,I00002,2/20/2024,5/6/2026,Expired
POL0017753,A03725,P00004,I00002,11/2/2020,5/18/2028,Expired
POL0017754,A05087,P00004,I00001,8/9/2023,7/22/2026,Cancelled
POL0017755,A05028,P00001,I00003,5/12/2023,8/17/2027,Expired
POL0017756,A01745,P00004,I00001,12/21/2021,10/21/2026,Active
POL0017757,A02066,P00002,I00001,11/28/2023,12/28/2024,Active
POL0017758,A00145,P00001,I00005,6/10/2024,2/26/2025,Expired
POL0017759,A01557,P00002,I00002,1/5/2021,6/7/2028,Expired
POL0017760,A01935,P00002,I00001,7/11/2022,9/24/2026,Cancelled
POL0017761,A04738,P00004,I00002,2/5/2023,1/14/2026,Active
POL0017762,A03830,P00001,I00002,5/30/2024,10/17/2028,Expired
POL0017763,A01630,P00002,I00006,7/2/2022,4/7/2026,Cancelled
POL0017764,A00264,P00003,I00001,10/15/2020,7/13/2029,Active
POL0017765,A03343,P00007,I00001,1/29/2023,2/23/2028,Expired
POL0017766,A02371,P00006,I00006,7/12/2022,8/28/2027,Cancelled
POL0017767,A06095,P00003,I00003,3/28/2024,11/24/2024,Expired
POL0017768,A04388,P00002,I00003,3/28/2021,7/30/2028,Active
POL0017769,A02999,P00003,I00002,1/17/2020,1/30/2029,Cancelled
POL0017770,A04583,P00001,I00006,10/30/2020,8/12/2028,Expired
POL0017771,A05957,P00007,I00003,8/30/2019,12/14/2024,Active
POL0017772,A03462,P00004,I00002,3/6/2020,12/19/2028,Expired
POL0017773,A00055,P00006,I00006,9/26/2020,2/28/2025,Active
POL0017774,A05960,P00003,I00005,11/26/2021,4/16/2028,Active
POL0017775,A02520,P00004,I00002,3/16/2020,6/29/2025,Active
POL0017776,A03944,P00003,I00006,8/12/2024,8/25/2027,Active
POL0017777,A05058,P00004,I00006,2/16/2020,1/14/2025,Cancelled
POL0017778,A01227,P00007,I00001,2/3/2020,2/14/2027,Expired
POL0017779,A04483,P00004,I00005,5/17/2020,3/3/2029,Cancelled
POL0017780,A01728,P00003,I00001,3/27/2023,4/20/2025,Cancelled
POL0017781,A04551,P00001,I00005,2/8/2020,7/15/2028,Expired
POL0017782,A06413,P00004,I00001,2/23/2020,8/1/2029,Expired
POL0017783,A05462,P00004,I00001,3/23/2021,2/21/2029,Active
POL0017784,A04545,P00006,I00003,8/8/2021,3/23/2026,Active
POL0017785,A04063,P00002,I00005,7/28/2020,3/7/2028,Active
POL0017786,A02869,P00003,I00002,6/6/2023,8/22/2025,Expired
POL0017787,A02213,P00004,I00003,10/7/2023,2/6/2026,Cancelled
POL0017788,A01833,P00007,I00005,11/28/2021,7/25/2025,Active
POL0017789,A02223,P00001,I00006,3/21/2022,10/20/2027,Active
POL0017790,A02641,P00005,I00004,1/16/2020,8/5/2027,Cancelled
POL0017791,A01463,P00007,I00005,2/22/2022,3/15/2027,Active
POL0017792,A05930,P00003,I00005,11/7/2022,9/9/2025,Cancelled
POL0017793,A00361,P00004,I00006,12/1/2021,9/5/2026,Active
POL0017794,A02836,P00003,I00001,8/21/2023,2/2/2029,Active
POL0017795,A06040,P00003,I00001,3/14/2022,8/17/2024,Expired
POL0017796,A00646,P00007,I00004,6/3/2023,3/9/2029,Cancelled
POL0017797,A01672,P00001,I00004,9/22/2022,11/25/2024,Active
POL0017798,A04721,P00004,I00001,12/14/2021,3/27/2027,Expired
POL0017799,A05839,P00005,I00002,7/17/2020,8/17/2026,Expired
POL0017800,A01946,P00002,I00004,5/12/2023,8/17/2026,Cancelled
POL0017801,A05743,P00001,I00006,9/20/2023,10/24/2027,Expired
POL0017802,A00022,P00007,I00002,6/9/2021,6/13/2028,Expired
POL0017803,A01415,P00003,I00003,5/14/2021,3/11/2028,Expired
POL0017804,A04692,P00003,I00004,8/9/2020,6/23/2029,Cancelled
POL0017805,A03942,P00007,I00004,4/21/2023,2/23/2029,Active
POL0017806,A05397,P00003,I00001,4/17/2024,6/3/2029,Active
POL0017807,A04057,P00006,I00004,6/20/2021,9/3/2025,Active
POL0017808,A04987,P00007,I00003,8/13/2020,6/19/2027,Active
POL0017809,A00023,P00002,I00001,9/20/2019,1/24/2027,Cancelled
POL0017810,A00847,P00007,I00004,6/2/2020,2/22/2027,Expired
POL0017811,A00605,P00003,I00006,2/1/2022,2/2/2027,Expired
POL0017812,A01969,P00004,I00003,9/22/2023,4/16/2025,Cancelled
POL0017813,A04265,P00002,I00002,6/17/2020,10/3/2025,Expired
POL0017814,A02080,P00001,I00001,3/10/2024,9/13/2026,Cancelled
POL0017815,A03600,P00006,I00005,6/4/2023,2/9/2027,Cancelled
POL0017816,A06219,P00001,I00003,7/26/2020,7/1/2027,Active
POL0017817,A02398,P00001,I00006,1/5/2023,12/31/2025,Active
POL0017818,A00812,P00006,I00006,2/21/2021,12/31/2025,Active
POL0017819,A00905,P00004,I00003,12/25/2021,7/5/2027,Active
POL0017820,A04012,P00005,I00001,3/27/2024,12/10/2024,Cancelled
POL0017821,A02393,P00006,I00004,4/19/2020,9/12/2024,Cancelled
POL0017822,A03516,P00004,I00006,7/2/2021,9/10/2024,Cancelled
POL0017823,A05093,P00003,I00004,6/26/2023,9/7/2027,Cancelled
POL0017824,A04565,P00001,I00005,5/6/2023,7/8/2027,Cancelled
POL0017825,A05045,P00005,I00006,11/20/2023,1/20/2025,Active
POL0017826,A04526,P00007,I00005,4/12/2020,5/5/2027,Cancelled
POL0017827,A06019,P00003,I00004,3/28/2024,4/16/2027,Expired
POL0017828,A06350,P00003,I00001,10/1/2020,11/9/2026,Active
POL0017829,A05459,P00007,I00005,4/12/2022,6/20/2027,Cancelled
POL0017830,A00721,P00005,I00002,12/4/2022,4/6/2026,Expired
POL0017831,A04414,P00001,I00001,4/24/2021,10/15/2028,Expired
POL0017832,A03736,P00002,I00004,1/17/2024,10/11/2027,Expired
POL0017833,A04688,P00001,I00006,4/7/2020,2/6/2027,Active
POL0017834,A00316,P00006,I00001,6/10/2021,1/22/2028,Cancelled
POL0017835,A03896,P00006,I00004,5/18/2024,1/4/2025,Expired
POL0017836,A00716,P00003,I00004,10/5/2022,11/27/2026,Cancelled
POL0017837,A02782,P00005,I00004,11/10/2022,3/21/2026,Active
POL0017838,A01470,P00006,I00001,3/12/2022,4/7/2028,Expired
POL0017839,A02584,P00004,I00005,3/2/2022,10/15/2027,Expired
POL0017840,A02549,P00001,I00005,4/13/2021,2/17/2026,Expired
POL0017841,A01305,P00006,I00004,7/12/2020,6/7/2025,Expired
POL0017842,A03061,P00001,I00003,1/5/2022,1/12/2026,Active
POL0017843,A03057,P00004,I00004,3/26/2022,9/8/2027,Active
POL0017844,A04552,P00001,I00006,12/31/2022,4/18/2029,Cancelled
POL0017845,A00200,P00005,I00004,11/28/2019,4/12/2028,Cancelled
POL0017846,A00327,P00005,I00004,10/24/2020,3/1/2028,Cancelled
POL0017847,A01520,P00004,I00004,9/19/2021,4/4/2028,Cancelled
POL0017848,A03917,P00005,I00001,2/23/2024,8/20/2026,Active
POL0017849,A05327,P00005,I00005,5/21/2020,9/18/2028,Cancelled
POL0017850,A01824,P00007,I00004,6/7/2024,2/13/2029,Cancelled
POL0017851,A05561,P00005,I00002,1/11/2022,9/21/2027,Cancelled
POL0017852,A01289,P00003,I00003,9/30/2019,2/8/2026,Expired
POL0017853,A03869,P00006,I00001,4/6/2020,4/11/2029,Active
POL0017854,A06202,P00005,I00002,10/2/2019,3/13/2029,Active
POL0017855,A03578,P00002,I00004,6/1/2024,9/2/2024,Active
POL0017856,A03793,P00001,I00004,8/4/2023,11/27/2027,Cancelled
POL0017857,A05935,P00006,I00005,9/26/2019,10/30/2027,Active
POL0017858,A04667,P00005,I00002,11/15/2022,7/2/2025,Active
POL0017859,A05946,P00002,I00001,7/1/2021,2/8/2027,Expired
POL0017860,A06092,P00002,I00004,2/12/2020,3/2/2027,Expired
POL0017861,A04038,P00006,I00006,3/29/2023,12/24/2025,Expired
POL0017862,A01056,P00007,I00006,6/8/2020,9/13/2024,Cancelled
POL0017863,A03211,P00006,I00005,7/3/2022,7/12/2029,Active
POL0017864,A02453,P00005,I00005,11/5/2022,8/11/2027,Active
POL0017865,A06052,P00007,I00005,7/27/2022,4/5/2028,Expired
POL0017866,A00020,P00007,I00001,7/18/2024,1/13/2026,Cancelled
POL0017867,A01930,P00007,I00006,4/15/2021,12/4/2028,Active
POL0017868,A05297,P00001,I00004,10/20/2022,12/16/2024,Cancelled
POL0017869,A03393,P00002,I00001,11/2/2019,8/26/2025,Expired
POL0017870,A00821,P00007,I00006,11/20/2021,4/8/2026,Expired
POL0017871,A05084,P00006,I00003,11/27/2019,2/28/2025,Active
POL0017872,A00910,P00007,I00005,1/30/2022,4/28/2026,Active
POL0017873,A01238,P00003,I00001,10/24/2023,6/28/2026,Cancelled
POL0017874,A01997,P00005,I00002,5/26/2020,2/2/2026,Active
POL0017875,A05690,P00005,I00006,8/26/2019,10/29/2028,Cancelled
POL0017876,A06420,P00007,I00002,11/23/2021,11/8/2028,Cancelled
POL0017877,A00073,P00006,I00006,6/10/2024,12/24/2027,Expired
POL0017878,A03345,P00001,I00001,6/26/2022,8/14/2028,Cancelled
POL0017879,A05969,P00001,I00004,10/2/2022,1/9/2028,Active
POL0017880,A02277,P00007,I00004,5/8/2024,1/8/2028,Active
POL0017881,A05780,P00002,I00002,4/6/2023,7/8/2027,Cancelled
POL0017882,A02507,P00003,I00002,4/3/2023,7/26/2027,Cancelled
POL0017883,A06168,P00003,I00001,4/2/2022,10/21/2025,Cancelled
POL0017884,A03130,P00002,I00005,8/13/2020,3/18/2029,Cancelled
POL0017885,A05357,P00004,I00002,7/12/2021,11/25/2026,Expired
POL0017886,A06460,P00007,I00006,8/7/2021,4/11/2028,Cancelled
POL0017887,A03612,P00002,I00003,1/28/2020,7/17/2025,Cancelled
POL0017888,A01481,P00004,I00004,5/3/2021,6/29/2025,Cancelled
POL0017889,A04409,P00007,I00002,10/3/2019,5/27/2027,Cancelled
POL0017890,A06445,P00003,I00003,11/16/2020,2/12/2028,Active
POL0017891,A03030,P00003,I00006,11/8/2022,6/29/2025,Cancelled
POL0017892,A01097,P00004,I00003,5/20/2020,1/4/2028,Cancelled
POL0017893,A01096,P00007,I00006,9/13/2023,5/31/2027,Cancelled
POL0017894,A00601,P00001,I00005,10/14/2023,7/12/2028,Active
POL0017895,A03837,P00005,I00002,5/19/2020,4/20/2028,Expired
POL0017896,A05768,P00001,I00002,11/19/2021,10/16/2028,Cancelled
POL0017897,A01751,P00004,I00004,8/1/2024,5/15/2028,Expired
POL0017898,A03694,P00004,I00004,11/9/2023,12/23/2024,Cancelled
POL0017899,A01960,P00006,I00003,3/6/2020,12/30/2027,Active
POL0017900,A01072,P00002,I00002,4/25/2023,10/18/2024,Cancelled
POL0017901,A01558,P00002,I00002,7/10/2020,6/22/2026,Cancelled
POL0017902,A05589,P00003,I00004,7/23/2021,12/16/2027,Cancelled
POL0017903,A01915,P00003,I00003,5/25/2023,8/4/2026,Cancelled
POL0017904,A05161,P00003,I00001,3/6/2024,5/1/2026,Expired
POL0017905,A04860,P00003,I00006,1/31/2022,9/5/2026,Cancelled
POL0017906,A04499,P00004,I00006,4/5/2023,12/15/2028,Active
POL0017907,A05328,P00006,I00004,3/13/2021,11/13/2027,Cancelled
POL0017908,A01868,P00007,I00002,7/20/2022,9/25/2027,Expired
POL0017909,A00758,P00003,I00004,10/17/2023,9/6/2024,Expired
POL0017910,A01815,P00001,I00006,6/9/2023,2/24/2025,Active
POL0017911,A06220,P00001,I00002,11/12/2023,2/5/2026,Active
POL0017912,A05536,P00002,I00003,11/22/2019,2/2/2025,Cancelled
POL0017913,A02549,P00005,I00004,11/23/2023,2/4/2026,Expired
POL0017914,A01214,P00001,I00004,4/13/2020,3/15/2029,Expired
POL0017915,A00146,P00002,I00001,9/25/2021,6/28/2026,Active
POL0017916,A04206,P00007,I00006,11/24/2022,3/15/2029,Active
POL0017917,A04924,P00002,I00003,3/30/2020,1/28/2027,Cancelled
POL0017918,A02260,P00006,I00003,9/3/2020,11/28/2026,Active
POL0017919,A02565,P00003,I00001,3/12/2024,6/2/2029,Active
POL0017920,A04621,P00001,I00002,8/21/2019,8/19/2028,Expired
POL0017921,A00521,P00005,I00006,6/7/2022,6/3/2025,Cancelled
POL0017922,A00967,P00002,I00003,4/13/2023,5/31/2025,Cancelled
POL0017923,A03879,P00006,I00004,6/15/2022,1/22/2029,Expired
POL0017924,A04369,P00006,I00001,3/27/2020,7/2/2026,Expired
POL0017925,A04030,P00002,I00001,10/4/2023,7/24/2026,Expired
POL0017926,A00568,P00001,I00002,10/30/2019,6/2/2026,Expired
POL0017927,A00273,P00003,I00003,3/25/2023,7/11/2026,Cancelled
POL0017928,A01332,P00006,I00004,8/28/2022,2/12/2025,Active
POL0017929,A00667,P00001,I00006,2/6/2020,1/13/2026,Active
POL0017930,A00741,P00004,I00004,1/7/2021,6/25/2029,Active
POL0017931,A00195,P00001,I00003,10/7/2023,8/30/2028,Expired
POL0017932,A01517,P00007,I00004,6/4/2023,1/10/2025,Active
POL0017933,A04938,P00003,I00003,8/5/2023,5/22/2025,Active
POL0017934,A02941,P00005,I00006,2/1/2024,9/1/2028,Active
POL0017935,A05084,P00002,I00003,2/26/2022,1/29/2027,Cancelled
POL0017936,A06234,P00004,I00005,8/16/2019,2/19/2025,Cancelled
POL0017937,A04937,P00007,I00002,12/5/2021,9/3/2025,Cancelled
POL0017938,A05478,P00003,I00005,8/18/2021,2/20/2026,Cancelled
POL0017939,A05443,P00002,I00003,10/3/2023,1/22/2028,Active
POL0017940,A02211,P00003,I00005,10/2/2021,12/23/2028,Expired
POL0017941,A00844,P00002,I00001,10/8/2023,3/3/2029,Cancelled
POL0017942,A04495,P00002,I00004,3/8/2023,11/14/2026,Cancelled
POL0017943,A03158,P00007,I00001,6/29/2020,3/13/2026,Cancelled
POL0017944,A03912,P00001,I00003,6/2/2021,12/1/2028,Active
POL0017945,A01722,P00006,I00005,12/25/2022,8/11/2026,Expired
POL0017946,A01884,P00005,I00005,11/24/2022,4/17/2029,Active
POL0017947,A05594,P00001,I00004,5/31/2020,4/27/2027,Active
POL0017948,A03849,P00004,I00003,3/10/2020,8/6/2027,Expired
POL0017949,A02053,P00004,I00005,5/4/2021,1/27/2027,Cancelled
POL0017950,A03251,P00001,I00001,10/13/2020,6/7/2028,Cancelled
POL0017951,A03862,P00006,I00003,5/21/2020,5/19/2028,Expired
POL0017952,A01602,P00005,I00002,9/28/2021,1/7/2026,Active
POL0017953,A02789,P00006,I00002,8/12/2020,7/14/2025,Cancelled
POL0017954,A02329,P00003,I00004,11/26/2021,7/25/2026,Cancelled
POL0017955,A01192,P00002,I00004,1/20/2024,2/18/2027,Expired
POL0017956,A05546,P00003,I00004,6/18/2023,7/20/2026,Active
POL0017957,A03876,P00004,I00002,6/15/2020,12/26/2028,Active
POL0017958,A03822,P00004,I00006,6/19/2022,5/29/2026,Cancelled
POL0017959,A05006,P00004,I00003,4/29/2021,10/2/2025,Expired
POL0017960,A06165,P00004,I00002,11/30/2019,10/19/2028,Active
POL0017961,A06445,P00005,I00002,12/25/2019,6/14/2025,Cancelled
POL0017962,A00162,P00002,I00001,5/1/2023,5/16/2029,Cancelled
POL0017963,A01706,P00003,I00006,9/6/2021,11/19/2027,Expired
POL0017964,A06484,P00006,I00004,2/20/2023,1/7/2027,Expired
POL0017965,A01309,P00003,I00006,6/25/2022,1/24/2028,Expired
POL0017966,A03049,P00003,I00006,3/25/2020,11/20/2025,Cancelled
POL0017967,A06019,P00007,I00002,8/15/2022,2/8/2029,Cancelled
POL0017968,A01830,P00006,I00002,2/16/2022,9/28/2027,Cancelled
POL0017969,A05301,P00006,I00005,6/29/2022,12/14/2024,Expired
POL0017970,A06172,P00005,I00001,1/4/2024,8/13/2025,Cancelled
POL0017971,A05009,P00007,I00002,8/19/2020,4/23/2026,Active
POL0017972,A00747,P00007,I00006,4/27/2022,8/31/2028,Cancelled
POL0017973,A05841,P00005,I00004,3/29/2020,3/22/2025,Cancelled
POL0017974,A01498,P00001,I00005,4/12/2024,1/31/2025,Expired
POL0017975,A03042,P00003,I00001,1/11/2022,8/28/2024,Active
POL0017976,A05720,P00004,I00001,6/3/2023,1/21/2028,Cancelled
POL0017977,A00357,P00004,I00002,5/29/2020,3/13/2027,Cancelled
POL0017978,A04027,P00007,I00003,8/10/2022,5/19/2029,Active
POL0017979,A05590,P00003,I00001,7/1/2022,3/23/2027,Active
POL0017980,A02392,P00004,I00006,9/17/2023,12/20/2027,Expired
POL0017981,A03836,P00005,I00004,5/22/2022,8/4/2025,Expired
POL0017982,A06431,P00004,I00004,9/24/2022,2/1/2025,Cancelled
POL0017983,A05533,P00007,I00006,9/25/2020,10/1/2025,Active
POL0017984,A01283,P00004,I00001,1/6/2021,10/28/2026,Cancelled
POL0017985,A00504,P00004,I00001,10/6/2023,1/6/2028,Expired
POL0017986,A05413,P00006,I00004,11/30/2022,5/25/2027,Cancelled
POL0017987,A03415,P00001,I00002,3/19/2024,10/2/2026,Expired
POL0017988,A00665,P00003,I00002,9/15/2020,3/19/2026,Active
POL0017989,A02281,P00005,I00003,9/27/2019,8/15/2024,Cancelled
POL0017990,A00891,P00005,I00006,9/28/2019,8/10/2026,Expired
POL0017991,A04287,P00005,I00002,12/23/2021,9/2/2028,Expired
POL0017992,A04689,P00001,I00004,11/18/2019,2/22/2029,Active
POL0017993,A04800,P00007,I00002,5/28/2022,1/7/2028,Active
POL0017994,A02505,P00006,I00004,9/16/2023,6/12/2026,Active
POL0017995,A04729,P00001,I00005,1/18/2024,8/1/2026,Cancelled
POL0017996,A04504,P00005,I00001,8/10/2024,11/14/2024,Cancelled
POL0017997,A04553,P00002,I00006,6/10/2022,8/22/2025,Expired
POL0017998,A01879,P00003,I00004,2/16/2021,11/28/2024,Expired
POL0017999,A01468,P00002,I00002,3/9/2021,4/27/2027,Cancelled
POL0018000,A05224,P00001,I00002,6/12/2020,11/5/2024,Cancelled
POL0018001,A04399,P00003,I00003,6/16/2024,4/2/2026,Expired
POL0018002,A03376,P00006,I00006,11/17/2019,12/31/2027,Expired
POL0018003,A05970,P00001,I00004,7/29/2020,8/5/2027,Expired
POL0018004,A03228,P00002,I00004,7/1/2021,7/13/2027,Cancelled
POL0018005,A01329,P00007,I00001,12/17/2021,11/26/2024,Cancelled
POL0018006,A04602,P00002,I00005,1/2/2021,4/12/2025,Active
POL0018007,A04417,P00005,I00002,2/1/2021,8/24/2024,Active
POL0018008,A03499,P00002,I00001,5/15/2021,3/16/2028,Cancelled
POL0018009,A04702,P00005,I00006,6/4/2022,12/13/2026,Active
POL0018010,A02560,P00007,I00002,11/18/2019,8/13/2027,Active
POL0018011,A02855,P00005,I00004,11/2/2020,12/22/2026,Expired
POL0018012,A04390,P00004,I00006,9/24/2023,8/13/2026,Active
POL0018013,A02189,P00003,I00004,7/25/2020,1/30/2027,Active
POL0018014,A06082,P00005,I00001,5/25/2024,6/6/2026,Active
POL0018015,A03961,P00005,I00005,9/27/2019,9/7/2028,Active
POL0018016,A04930,P00004,I00001,5/15/2020,4/5/2027,Cancelled
POL0018017,A03017,P00001,I00005,7/23/2022,2/4/2028,Expired
POL0018018,A06107,P00006,I00004,10/29/2023,11/26/2026,Cancelled
POL0018019,A03172,P00004,I00001,4/3/2023,9/6/2025,Active
POL0018020,A04436,P00004,I00002,12/9/2023,11/21/2024,Cancelled
POL0018021,A00057,P00003,I00006,1/8/2023,6/14/2025,Expired
POL0018022,A01145,P00004,I00002,5/28/2023,4/8/2027,Cancelled
POL0018023,A00986,P00005,I00005,7/16/2021,1/17/2028,Cancelled
POL0018024,A05559,P00006,I00001,8/21/2019,11/3/2027,Expired
POL0018025,A03934,P00007,I00001,3/4/2022,10/19/2027,Cancelled
POL0018026,A05815,P00005,I00002,8/2/2021,7/9/2028,Active
POL0018027,A06446,P00006,I00004,5/31/2023,5/20/2028,Expired
POL0018028,A05237,P00002,I00006,6/20/2022,8/18/2026,Cancelled
POL0018029,A01295,P00001,I00001,8/22/2022,10/6/2028,Active
POL0018030,A00782,P00002,I00001,2/12/2024,6/30/2027,Cancelled
POL0018031,A05230,P00007,I00002,12/2/2021,5/8/2029,Active
POL0018032,A00662,P00005,I00003,10/28/2021,11/17/2024,Cancelled
POL0018033,A01460,P00004,I00005,4/23/2024,6/26/2025,Cancelled
POL0018034,A05259,P00006,I00006,11/19/2021,6/27/2026,Cancelled
POL0018035,A04511,P00001,I00006,1/17/2022,9/6/2025,Active
POL0018036,A00120,P00002,I00001,6/2/2023,3/9/2028,Expired
POL0018037,A05466,P00004,I00004,2/2/2020,9/30/2026,Cancelled
POL0018038,A00098,P00006,I00002,7/20/2020,6/24/2026,Cancelled
POL0018039,A04428,P00001,I00002,7/8/2020,6/3/2027,Active
POL0018040,A01494,P00007,I00002,7/19/2020,10/12/2024,Expired
POL0018041,A01766,P00001,I00001,1/29/2022,4/1/2027,Active
POL0018042,A05141,P00004,I00004,10/23/2021,5/26/2026,Cancelled
POL0018043,A04587,P00004,I00006,1/24/2020,10/25/2026,Expired
POL0018044,A04543,P00003,I00003,6/29/2020,1/3/2028,Active
POL0018045,A04241,P00003,I00005,12/1/2020,9/14/2024,Expired
POL0018046,A04185,P00001,I00002,10/11/2020,7/17/2025,Active
POL0018047,A03089,P00004,I00005,5/5/2022,9/17/2027,Cancelled
POL0018048,A05308,P00007,I00005,7/27/2020,10/19/2026,Active
POL0018049,A05791,P00004,I00003,11/11/2022,9/8/2028,Expired
POL0018050,A03775,P00001,I00001,4/25/2022,6/27/2027,Cancelled
POL0018051,A04199,P00005,I00006,11/24/2023,11/18/2025,Active
POL0018052,A02699,P00006,I00001,11/29/2021,1/2/2025,Active
POL0018053,A02162,P00001,I00005,12/6/2020,8/28/2026,Cancelled
POL0018054,A03552,P00005,I00004,10/10/2022,6/9/2025,Active
POL0018055,A06064,P00006,I00005,6/17/2022,1/26/2028,Cancelled
POL0018056,A04688,P00006,I00001,1/8/2024,2/25/2029,Active
POL0018057,A05509,P00003,I00005,5/5/2022,4/27/2028,Cancelled
POL0018058,A05350,P00007,I00003,2/17/2023,1/17/2027,Active
POL0018059,A00110,P00006,I00003,6/6/2023,1/10/2027,Cancelled
POL0018060,A01766,P00003,I00004,8/23/2023,11/26/2028,Cancelled
POL0018061,A02632,P00004,I00003,12/13/2019,6/28/2025,Cancelled
POL0018062,A05877,P00006,I00001,8/3/2024,12/14/2025,Cancelled
POL0018063,A03929,P00006,I00001,1/1/2020,3/6/2025,Active
