ClaimID,PolicyID,ClaimDate,ClaimAmount,ClaimStatus,TypeOfLoss
C0001682,POL0023393,2022-11-09,26842,Closed,Fire
C0001683,POL0045322,2023-07-17,37490,Closed,Accident
C0001684,POL0003891,2022-11-21,31324,Open,Accident
C0001685,POL0061702,2020-11-12,26794,Closed,Liability
C0001686,POL0000715,2021-12-25,1941,Pending,Natural Disaster
C0001687,POL0048910,2021-06-20,42649,Closed,Liability
C0001688,POL0040513,2022-08-16,19707,Open,Accident
C0001689,POL0060084,2022-09-08,2924,Pending,Fire
C0001690,POL0034007,2020-02-15,13475,Pending,Accident
C0001691,POL0003363,2022-02-07,35995,Open,Theft
C0001692,POL0006903,2022-03-01,48193,Pending,Fire
C0001693,POL0039645,2021-06-18,4639,Closed,Natural Disaster
C0001694,POL0004166,2023-03-24,45063,Pending,Liability
C0001695,POL0010496,2022-01-04,23727,Closed,Accident
C0001696,POL0056926,2019-11-20,22551,Open,Fire
C0001697,POL0006570,2020-06-12,27744,Open,Theft
C0001698,POL0043554,2024-05-26,35537,Open,Fire
C0001699,POL0003235,2021-01-12,38216,Open,Natural Disaster
C0001700,POL0047174,2021-02-18,24517,Closed,Natural Disaster
C0001701,POL0049418,2024-06-20,43066,Pending,Natural Disaster
C0001702,POL0051699,2021-07-13,21270,Pending,Accident
C0001703,POL0030938,2022-09-27,11079,Closed,Theft
C0001704,POL0035231,2022-10-20,35172,Pending,Natural Disaster
C0001705,POL0042780,2021-09-03,22598,Open,Theft
C0001706,POL0062656,2023-11-03,47410,Open,Accident
C0001707,POL0030197,2023-05-28,43402,Open,Natural Disaster
C0001708,POL0039596,2020-11-19,31275,Open,Natural Disaster
C0001709,POL0011633,2023-01-06,29132,Pending,Natural Disaster
C0001710,POL0017785,2020-01-05,13576,Pending,Accident
C0001711,POL0031381,2020-09-11,40218,Pending,Natural Disaster
C0001712,POL0003195,2024-02-14,32880,Open,Liability
C0001713,POL0063753,2021-05-10,23704,Open,Natural Disaster
C0001714,POL0064793,2022-07-30,10483,Open,Accident
C0001715,POL0020788,2021-07-16,9272,Closed,Liability
C0001716,POL0021164,2021-03-11,20915,Closed,Liability
C0001717,POL0048947,2021-08-19,4208,Pending,Theft
C0001718,POL0008111,2020-11-26,21932,Open,Theft
C0001719,POL0037243,2021-09-28,18976,Closed,Natural Disaster
C0001720,POL0008509,2023-03-04,27503,Pending,Theft
C0001721,POL0003854,2024-01-23,10295,Closed,Natural Disaster
C0001722,POL0006845,2022-04-13,10213,Pending,Accident
C0001723,POL0001610,2021-10-20,14593,Open,Liability
C0001724,POL0004610,2023-06-16,13260,Open,Natural Disaster
C0001725,POL0033899,2024-02-20,20742,Pending,Theft
C0001726,POL0058124,2020-11-02,11769,Pending,Theft
C0001727,POL0005155,2022-03-26,41026,Open,Accident
C0001728,POL0042841,2021-10-21,16362,Closed,Fire
C0001729,POL0016540,2023-11-22,1733,Open,Theft
C0001730,POL0002712,2022-02-05,38851,Open,Liability
C0001731,POL0018062,2021-02-09,17467,Pending,Natural Disaster
C0001732,POL0059177,2021-09-30,17234,Open,Accident
C0001733,POL0052092,2019-12-30,4399,Open,Liability
C0001734,POL0009603,2021-06-03,25545,Closed,Liability
C0001735,POL0032446,2019-11-19,20657,Pending,Theft
C0001736,POL0037765,2020-01-14,4486,Closed,Natural Disaster
C0001737,POL0039846,2024-02-25,13002,Open,Theft
C0001738,POL0042443,2022-05-19,34656,Closed,Natural Disaster
C0001739,POL0038736,2021-04-24,2377,Closed,Fire
C0001740,POL0062474,2022-07-09,14240,Pending,Fire
C0001741,POL0007354,2022-03-31,22308,Open,Accident
C0001742,POL0000896,2021-04-27,46406,Open,Accident
C0001743,POL0034807,2020-01-11,28384,Closed,Fire
C0001744,POL0043180,2019-10-12,27786,Pending,Natural Disaster
C0001745,POL0053115,2021-06-01,25312,Closed,Accident
C0001746,POL0007961,2021-05-22,1089,Pending,Accident
C0001747,POL0007351,2019-08-30,48748,Closed,Liability
C0001748,POL0049548,2022-06-20,23984,Open,Liability
C0001749,POL0008583,2023-07-30,4599,Pending,Accident
C0001750,POL0031801,2024-03-10,39993,Closed,Theft
C0001751,POL0041109,2023-08-31,13309,Pending,Accident
C0001752,POL0030538,2019-11-04,18139,Pending,Natural Disaster
C0001753,POL0063981,2021-09-18,20415,Pending,Fire
C0001754,POL0019764,2023-11-05,25849,Open,Liability
C0001755,POL0031308,2020-10-04,2616,Pending,Liability
C0001756,POL0011145,2019-12-02,25073,Open,Accident
C0001757,POL0019865,2022-10-02,19348,Pending,Theft
C0001758,POL0010396,2020-11-27,28591,Open,Theft
C0001759,POL0062698,2020-10-03,23858,Closed,Fire
C0001760,POL0034730,2023-09-22,27076,Closed,Fire
C0001761,POL0054703,2019-09-05,31808,Open,Liability
C0001762,POL0017159,2022-01-24,13894,Open,Theft
C0001763,POL0063684,2023-12-25,37725,Pending,Natural Disaster
C0001764,POL0024682,2023-10-04,4749,Pending,Theft
C0001765,POL0064437,2020-01-27,17512,Closed,Natural Disaster
C0001766,POL0007623,2022-10-11,7801,Open,Fire
C0001767,POL0003434,2021-09-18,13362,Open,Theft
C0001768,POL0003065,2021-02-01,5629,Closed,Theft
C0001769,POL0051407,2020-04-06,27627,Pending,Theft
C0001770,POL0040738,2022-11-04,23739,Pending,Theft
C0001771,POL0055601,2023-11-30,49517,Pending,Theft
C0001772,POL0047153,2023-12-17,39516,Open,Accident
C0001773,POL0037749,2022-11-25,49740,Open,Natural Disaster
C0001774,POL0047878,2024-02-16,3645,Closed,Liability
C0001775,POL0041697,2023-01-24,36787,Open,Fire
C0001776,POL0011820,2022-09-09,21889,Pending,Theft
C0001777,POL0062469,2019-12-28,8263,Pending,Liability
C0001778,POL0064066,2019-11-24,39574,Pending,Accident
C0001779,POL0061137,2020-06-27,21432,Open,Liability
C0001780,POL0041231,2024-01-25,27560,Open,Natural Disaster
C0001781,POL0009717,2021-03-31,32925,Open,Theft
C0001782,POL0002202,2022-01-08,23138,Open,Accident
C0001783,POL0022755,2023-07-27,6127,Closed,Theft
C0001784,POL0020089,2021-11-18,43985,Pending,Liability
C0001785,POL0009467,2022-10-12,36013,Pending,Accident
C0001786,POL0014688,2021-01-03,48475,Pending,Fire
C0001787,POL0043864,2021-02-08,6314,Open,Theft
C0001788,POL0055719,2021-02-26,3522,Pending,Natural Disaster
C0001789,POL0060339,2024-05-09,4530,Closed,Liability
C0001790,POL0046323,2021-11-07,38942,Pending,Theft
C0001791,POL0030969,2020-08-03,44942,Closed,Liability
C0001792,POL0032436,2022-06-23,19560,Open,Accident
C0001793,POL0024926,2022-07-19,35301,Pending,Theft
C0001794,POL0014179,2022-08-21,14046,Pending,Natural Disaster
C0001795,POL0058615,2021-01-21,43054,Closed,Fire
C0001796,POL0026303,2020-02-10,23432,Pending,Liability
C0001797,POL0031691,2021-09-10,33274,Pending,Natural Disaster
C0001798,POL0029754,2020-09-28,34786,Pending,Accident
C0001799,POL0007609,2023-02-05,16470,Open,Theft
C0001800,POL0026859,2020-05-11,26141,Closed,Theft
C0001801,POL0052207,2023-04-14,28901,Open,Fire
C0001802,POL0035258,2020-09-13,5304,Pending,Liability
C0001803,POL0015828,2020-02-21,20395,Closed,Liability
C0001804,POL0012426,2022-07-03,36615,Closed,Theft
C0001805,POL0042741,2021-04-19,25179,Open,Natural Disaster
C0001806,POL0033513,2020-05-09,49658,Pending,Theft
C0001807,POL0028109,2019-09-29,20926,Pending,Theft
C0001808,POL0003187,2024-02-10,30831,Closed,Liability
C0001809,POL0012128,2022-09-04,18305,Open,Accident
C0001810,POL0044681,2020-12-11,37182,Pending,Natural Disaster
C0001811,POL0052861,2020-06-09,4901,Closed,Liability
C0001812,POL0050044,2021-06-10,12539,Closed,Natural Disaster
C0001813,POL0035979,2023-12-01,38019,Closed,Natural Disaster
C0001814,POL0009571,2021-10-22,7123,Closed,Fire
C0001815,POL0059411,2021-03-18,22929,Closed,Accident
C0001816,POL0011666,2022-05-21,24709,Open,Theft
C0001817,POL0022051,2020-12-21,31075,Open,Fire
C0001818,POL0059013,2020-12-21,40308,Open,Accident
C0001819,POL0004989,2023-04-01,25906,Pending,Accident
C0001820,POL0047228,2021-11-16,31544,Closed,Theft
C0001821,POL0008344,2020-08-13,38305,Pending,Natural Disaster
C0001822,POL0010679,2020-11-28,40075,Closed,Theft
C0001823,POL0043968,2020-10-01,6946,Closed,Theft
C0001824,POL0056840,2020-03-11,45645,Open,Fire
C0001825,POL0020369,2020-10-30,29048,Pending,Natural Disaster
C0001826,POL0051830,2024-05-19,3848,Open,Accident
C0001827,POL0034734,2019-08-29,2217,Closed,Natural Disaster
C0001828,POL0003629,2020-11-21,26853,Open,Natural Disaster
C0001829,POL0038718,2023-08-06,3402,Open,Accident
C0001830,POL0056187,2019-09-09,22715,Closed,Fire
C0001831,POL0036695,2022-11-21,47050,Closed,Accident
C0001832,POL0061116,2023-04-24,4898,Open,Accident
C0001833,POL0013363,2023-04-27,28859,Pending,Accident
C0001834,POL0042037,2022-05-02,37924,Open,Fire
C0001835,POL0049012,2024-01-31,9394,Pending,Liability
C0001836,POL0029541,2020-08-26,46954,Closed,Fire
C0001837,POL0055763,2022-02-09,17964,Pending,Natural Disaster
C0001838,POL0051501,2021-03-02,4715,Pending,Fire
C0001839,POL0016532,2022-09-16,35622,Pending,Natural Disaster
C0001840,POL0035770,2023-09-05,44918,Closed,Theft
C0001841,POL0044357,2020-03-31,15042,Closed,Liability
C0001842,POL0036817,2023-12-10,46694,Closed,Accident
C0001843,POL0009679,2020-03-30,9761,Closed,Accident
C0001844,POL0023662,2022-03-03,36775,Closed,Natural Disaster
C0001845,POL0000280,2021-08-22,34991,Pending,Liability
C0001846,POL0047578,2022-05-07,3610,Closed,Theft
C0001847,POL0029123,2020-03-02,25870,Pending,Fire
C0001848,POL0051079,2024-03-06,31393,Pending,Fire
C0001849,POL0025260,2020-10-13,26747,Closed,Natural Disaster
C0001850,POL0009195,2021-01-14,40886,Pending,Theft
C0001851,POL0057852,2022-11-28,49888,Open,Natural Disaster
C0001852,POL0031611,2023-10-10,29810,Closed,Liability
C0001853,POL0056972,2023-08-16,1875,Pending,Accident
C0001854,POL0004200,2021-03-02,8649,Pending,Accident
C0001855,POL0038746,2023-01-11,27218,Closed,Theft
C0001856,POL0031047,2019-11-03,32366,Open,Accident
C0001857,POL0035394,2020-01-30,8803,Closed,Fire
C0001858,POL0053648,2023-10-23,18283,Pending,Theft
C0001859,POL0026906,2023-12-24,26157,Closed,Natural Disaster
C0001860,POL0032867,2024-01-08,30652,Closed,Fire
C0001861,POL0011698,2022-03-17,9414,Closed,Fire
C0001862,POL0025840,2023-09-24,8758,Closed,Natural Disaster
C0001863,POL0046041,2021-08-24,2444,Closed,Liability
C0001864,POL0052410,2021-08-20,27766,Pending,Accident
C0001865,POL0003981,2023-02-28,20329,Open,Natural Disaster
C0001866,POL0031228,2022-01-12,3441,Closed,Accident
C0001867,POL0059598,2023-04-11,14185,Open,Natural Disaster
C0001868,POL0041422,2023-07-26,11547,Pending,Natural Disaster
C0001869,POL0054070,2021-02-06,4232,Open,Fire
C0001870,POL0041567,2021-06-05,33595,Open,Liability
C0001871,POL0010515,2022-07-06,41940,Open,Natural Disaster
C0001872,POL0019448,2021-11-09,18641,Closed,Accident
C0001873,POL0064379,2024-04-18,29243,Open,Accident
C0001874,POL0043538,2023-02-19,1644,Open,Natural Disaster
C0001875,POL0061484,2022-01-28,42910,Open,Natural Disaster
C0001876,POL0010123,2023-10-15,49858,Pending,Theft
C0001877,POL0032329,2022-02-18,26492,Closed,Liability
C0001878,POL0064090,2021-09-19,2190,Closed,Fire
C0001879,POL0031615,2024-02-11,2498,Closed,Theft
C0001880,POL0037490,2020-07-26,5450,Open,Liability
C0001881,POL0012630,2024-03-23,1039,Pending,Theft
C0001882,POL0020110,2023-11-26,37082,Open,Fire
C0001883,POL0063601,2020-01-25,34556,Open,Liability
C0001884,POL0008687,2020-02-22,16603,Pending,Accident
C0001885,POL0044777,2021-11-07,35004,Pending,Natural Disaster
C0001886,POL0033328,2023-06-21,13973,Closed,Theft
C0001887,POL0027362,2020-09-14,39671,Closed,Accident
C0001888,POL0057203,2020-07-19,34662,Pending,Fire
C0001889,POL0004825,2024-07-15,33248,Pending,Fire
C0001890,POL0025609,2022-09-12,3872,Closed,Theft
C0001891,POL0031167,2022-05-28,14675,Closed,Natural Disaster
C0001892,POL0043707,2022-02-01,1619,Closed,Liability
C0001893,POL0039648,2020-09-05,19316,Open,Liability
C0001894,POL0055501,2021-07-06,27925,Pending,Natural Disaster
C0001895,POL0022481,2024-04-11,48495,Pending,Accident
C0001896,POL0063863,2021-03-23,30229,Closed,Natural Disaster
C0001897,POL0044860,2020-11-19,17657,Open,Liability
C0001898,POL0061293,2020-07-07,8384,Closed,Fire
C0001899,POL0046196,2021-08-31,23427,Closed,Natural Disaster
C0001900,POL0056614,2021-08-16,4301,Closed,Liability
C0001901,POL0002480,2022-01-17,42084,Pending,Theft
C0001902,POL0023141,2020-06-21,45046,Closed,Fire
C0001903,POL0018254,2021-09-04,29499,Open,Natural Disaster
C0001904,POL0035899,2023-10-28,14769,Closed,Accident
C0001905,POL0058446,2024-01-15,25077,Closed,Theft
C0001906,POL0044238,2022-04-21,10512,Open,Theft
C0001907,POL0011752,2023-12-14,2813,Pending,Fire
C0001908,POL0051550,2022-09-21,37655,Closed,Liability
C0001909,POL0042558,2020-06-14,11280,Pending,Natural Disaster
C0001910,POL0055444,2020-05-23,28057,Closed,Fire
C0001911,POL0055215,2022-04-08,42497,Pending,Fire
C0001912,POL0027858,2022-01-01,22705,Pending,Liability
C0001913,POL0045265,2020-06-15,32501,Pending,Fire
C0001914,POL0045249,2020-07-30,46333,Closed,Theft
C0001915,POL0028331,2024-03-30,22293,Closed,Fire
C0001916,POL0021467,2024-07-16,19120,Open,Natural Disaster
C0001917,POL0022753,2021-04-24,1171,Closed,Fire
C0001918,POL0023136,2022-05-27,25463,Pending,Theft
C0001919,POL0054291,2020-03-08,48369,Open,Liability
C0001920,POL0000072,2022-11-19,29326,Open,Natural Disaster
C0001921,POL0054262,2022-01-15,38160,Pending,Theft
C0001922,POL0029262,2023-07-19,40745,Open,Fire
C0001923,POL0032850,2020-08-01,3347,Pending,Natural Disaster
C0001924,POL0058493,2019-11-30,12452,Open,Natural Disaster
C0001925,POL0043336,2024-07-28,28541,Closed,Liability
C0001926,POL0048232,2021-09-28,42229,Closed,Natural Disaster
C0001927,POL0033971,2024-06-25,2499,Open,Theft
C0001928,POL0037146,2020-03-27,20038,Closed,Theft
C0001929,POL0013306,2020-04-09,41696,Pending,Accident
C0001930,POL0006950,2021-03-12,16566,Open,Theft
C0001931,POL0045099,2021-02-14,33319,Closed,Natural Disaster
C0001932,POL0040852,2024-03-28,35103,Open,Theft
C0001933,POL0006261,2019-08-29,45979,Pending,Accident
C0001934,POL0022515,2021-04-07,14024,Closed,Liability
C0001935,POL0024747,2022-12-14,17167,Closed,Liability
C0001936,POL0017760,2020-07-15,45861,Pending,Theft
C0001937,POL0037294,2020-09-15,38847,Closed,Accident
C0001938,POL0020245,2023-12-14,43324,Open,Theft
C0001939,POL0030862,2022-03-07,48652,Closed,Theft
C0001940,POL0028800,2020-05-11,15198,Pending,Fire
C0001941,POL0001531,2023-02-02,4911,Closed,Accident
C0001942,POL0011634,2020-10-01,8005,Closed,Natural Disaster
C0001943,POL0016993,2022-07-30,33028,Pending,Accident
C0001944,POL0060375,2022-11-30,44530,Pending,Fire
C0001945,POL0048325,2021-09-04,16925,Closed,Fire
C0001946,POL0001938,2021-01-06,4930,Open,Fire
C0001947,POL0030112,2020-10-05,29870,Open,Accident
C0001948,POL0043473,2020-05-16,38837,Open,Fire
C0001949,POL0042532,2023-07-31,47491,Open,Theft
C0001950,POL0051628,2021-05-23,41323,Open,Fire
C0001951,POL0015257,2019-10-28,31080,Open,Theft
C0001952,POL0022353,2020-10-23,28504,Pending,Theft
C0001953,POL0016864,2023-04-05,16430,Closed,Accident
C0001954,POL0026995,2024-03-27,47622,Open,Fire
C0001955,POL0052100,2020-11-05,49997,Pending,Fire
C0001956,POL0059999,2020-03-28,25039,Open,Theft
C0001957,POL0015870,2022-08-20,40650,Closed,Theft
C0001958,POL0003680,2021-03-10,30143,Open,Liability
C0001959,POL0030308,2022-01-09,5436,Pending,Accident
C0001960,POL0006082,2021-07-24,14073,Closed,Fire
C0001961,POL0043534,2020-07-10,47179,Closed,Fire
C0001962,POL0000720,2020-08-20,32918,Open,Natural Disaster
C0001963,POL0036998,2024-03-06,32664,Open,Liability
C0001964,POL0012586,2023-10-01,17824,Open,Fire
C0001965,POL0048034,2020-03-10,25932,Closed,Fire
C0001966,POL0000687,2023-07-05,22717,Open,Theft
C0001967,POL0014223,2022-12-21,25198,Open,Theft
C0001968,POL0019617,2024-08-12,27875,Pending,Accident
C0001969,POL0057516,2020-07-07,34263,Closed,Theft
C0001970,POL0022208,2021-02-16,36123,Pending,Fire
C0001971,POL0023372,2024-01-20,45175,Pending,Liability
C0001972,POL0029358,2021-05-31,46996,Closed,Liability
C0001973,POL0000618,2024-07-10,24187,Pending,Natural Disaster
C0001974,POL0025148,2023-01-24,38964,Closed,Theft
C0001975,POL0021442,2022-03-26,24434,Open,Theft
C0001976,POL0034679,2019-09-27,6846,Open,Fire
C0001977,POL0054148,2022-03-07,36803,Closed,Natural Disaster
C0001978,POL0038248,2021-01-02,47426,Pending,Liability
C0001979,POL0001371,2020-10-24,47265,Open,Liability
C0001980,POL0006068,2020-05-04,7151,Open,Natural Disaster
C0001981,POL0001948,2024-03-21,5091,Closed,Liability
C0001982,POL0061632,2023-10-14,36342,Closed,Fire
C0001983,POL0044199,2023-05-08,15502,Closed,Accident
C0001984,POL0054884,2021-07-02,46388,Closed,Theft
C0001985,POL0064397,2020-01-04,34201,Closed,Fire
C0001986,POL0045574,2022-03-13,44412,Open,Liability
C0001987,POL0006497,2021-03-05,14075,Pending,Theft
C0001988,POL0059631,2021-12-08,49227,Pending,Theft
C0001989,POL0013754,2024-05-07,43863,Closed,Natural Disaster
C0001990,POL0029322,2020-01-22,10668,Pending,Accident
C0001991,POL0056908,2023-07-29,11595,Pending,Accident
C0001992,POL0033329,2019-10-18,42173,Open,Natural Disaster
C0001993,POL0064790,2020-05-02,35025,Pending,Liability
C0001994,POL0056003,2020-03-09,21923,Closed,Theft
C0001995,POL0000364,2023-05-05,45621,Closed,Theft
C0001996,POL0007083,2024-07-03,18015,Open,Natural Disaster
C0001997,POL0046238,2021-09-14,13973,Closed,Natural Disaster
C0001998,POL0064649,2022-11-01,2886,Pending,Fire
C0001999,POL0019464,2023-06-23,49462,Open,Natural Disaster
C0002000,POL0004084,2020-04-17,12271,Open,Fire
C0002001,POL0051272,2024-08-07,11692,Open,Theft
C0002002,POL0046227,2021-01-04,29209,Closed,Theft
C0002003,POL0057887,2020-09-24,41613,Closed,Fire
C0002004,POL0045725,2021-09-14,28815,Pending,Theft
C0002005,POL0054689,2021-12-08,31114,Open,Fire
C0002006,POL0064011,2023-06-15,39033,Pending,Liability
C0002007,POL0012355,2021-07-14,24779,Open,Accident
C0002008,POL0006433,2020-10-01,3260,Closed,Natural Disaster
C0002009,POL0041269,2019-10-09,31989,Closed,Natural Disaster
C0002010,POL0061545,2020-10-11,14802,Pending,Theft
C0002011,POL0026377,2022-05-31,46061,Closed,Fire
C0002012,POL0035243,2022-03-05,20277,Open,Accident
C0002013,POL0045849,2022-06-30,10481,Closed,Fire
C0002014,POL0059466,2021-07-28,37255,Pending,Theft
C0002015,POL0018406,2021-01-23,13309,Open,Theft
C0002016,POL0001167,2021-01-11,39268,Open,Natural Disaster
C0002017,POL0027509,2024-07-22,34302,Pending,Fire
C0002018,POL0026541,2023-07-16,9342,Closed,Accident
C0002019,POL0034019,2021-05-14,16592,Closed,Fire
C0002020,POL0032872,2022-11-10,36532,Closed,Accident
C0002021,POL0024402,2020-01-28,37035,Open,Natural Disaster
C0002022,POL0053159,2021-03-17,16904,Closed,Accident
C0002023,POL0063862,2024-05-09,10313,Open,Fire
C0002024,POL0020576,2021-08-22,19091,Closed,Theft
C0002025,POL0012122,2022-05-30,36060,Open,Fire
C0002026,POL0036961,2021-10-10,37238,Open,Fire
C0002027,POL0031255,2024-07-13,40744,Pending,Fire
C0002028,POL0023101,2020-11-09,19055,Closed,Liability
C0002029,POL0057797,2019-12-03,31851,Pending,Accident
C0002030,POL0064848,2022-01-27,12738,Closed,Accident
C0002031,POL0014077,2024-01-18,33409,Open,Fire
C0002032,POL0048921,2022-03-24,10306,Closed,Liability
C0002033,POL0000020,2024-07-23,23196,Open,Accident
C0002034,POL0034721,2024-06-11,17054,Pending,Fire
C0002035,POL0026819,2020-04-29,25002,Pending,Fire
C0002036,POL0021807,2020-06-02,37586,Closed,Fire
C0002037,POL0002151,2024-05-10,3026,Open,Liability
C0002038,POL0060794,2023-11-02,3759,Open,Liability
C0002039,POL0022066,2020-05-17,26626,Open,Liability
C0002040,POL0062207,2024-01-30,48995,Closed,Natural Disaster
C0002041,POL0007048,2021-07-12,20152,Closed,Fire
C0002042,POL0013979,2023-10-18,17571,Pending,Theft
C0002043,POL0033400,2020-06-10,12349,Open,Liability
C0002044,POL0041248,2019-09-17,19291,Open,Natural Disaster
C0002045,POL0053384,2020-07-22,13933,Closed,Accident
C0002046,POL0054141,2024-02-13,42530,Closed,Liability
C0002047,POL0017641,2023-01-15,33543,Pending,Theft
C0002048,POL0051660,2022-06-01,19260,Open,Accident
C0002049,POL0034875,2023-11-21,12341,Pending,Accident
C0002050,POL0021579,2021-09-15,42671,Pending,Liability
C0002051,POL0050824,2020-05-27,14531,Pending,Accident
C0002052,POL0006970,2021-12-04,17027,Pending,Liability
C0002053,POL0016802,2019-10-24,14739,Closed,Liability
C0002054,POL0061822,2021-04-09,12898,Pending,Liability
C0002055,POL0048121,2019-09-03,1845,Closed,Accident
C0002056,POL0032173,2022-04-02,10310,Open,Liability
C0002057,POL0013878,2023-08-19,48301,Pending,Accident
C0002058,POL0053683,2019-10-06,40251,Closed,Natural Disaster
C0002059,POL0059061,2021-04-28,44338,Pending,Natural Disaster
C0002060,POL0011942,2022-05-08,40534,Closed,Liability
C0002061,POL0058697,2021-04-07,42693,Pending,Theft
C0002062,POL0019591,2023-01-29,40967,Pending,Theft
C0002063,POL0034057,2023-03-10,3175,Open,Accident
C0002064,POL0017760,2020-05-14,3487,Closed,Theft
C0002065,POL0052768,2020-02-03,33073,Open,Accident
C0002066,POL0028458,2020-09-06,34732,Open,Liability
C0002067,POL0013548,2023-11-24,12280,Open,Natural Disaster
C0002068,POL0034503,2024-02-04,12872,Closed,Accident
C0002069,POL0028269,2023-04-13,7739,Pending,Fire
C0002070,POL0064966,2019-11-10,1513,Open,Natural Disaster
C0002071,POL0020207,2021-08-11,5648,Pending,Natural Disaster
C0002072,POL0051194,2020-04-15,41432,Open,Accident
C0002073,POL0012946,2024-04-14,38467,Closed,Natural Disaster
C0002074,POL0027010,2023-03-16,12035,Open,Liability
C0002075,POL0010762,2022-02-12,20978,Closed,Liability
C0002076,POL0023006,2021-10-10,10951,Closed,Fire
C0002077,POL0025070,2021-10-13,12071,Pending,Natural Disaster
C0002078,POL0064025,2020-05-23,17997,Pending,Accident
C0002079,POL0037321,2021-04-11,25389,Closed,Theft
C0002080,POL0033370,2020-08-09,11081,Closed,Accident
C0002081,POL0061310,2022-04-11,24535,Pending,Accident
C0002082,POL0004244,2020-10-13,8318,Pending,Liability
C0002083,POL0051658,2022-02-13,45607,Closed,Fire
C0002084,POL0015681,2023-08-27,7890,Pending,Fire
C0002085,POL0045837,2021-06-10,44916,Open,Accident
C0002086,POL0064406,2021-05-11,15049,Closed,Theft
C0002087,POL0037937,2024-04-26,26834,Closed,Natural Disaster
C0002088,POL0029042,2021-11-14,25419,Pending,Accident
C0002089,POL0037418,2019-12-01,41121,Closed,Natural Disaster
C0002090,POL0029725,2020-11-09,32286,Closed,Fire
C0002091,POL0028809,2024-01-23,43530,Closed,Natural Disaster
C0002092,POL0021062,2023-10-24,38338,Closed,Accident
C0002093,POL0023576,2020-06-04,1304,Pending,Theft
C0002094,POL0054670,2023-04-14,12822,Open,Accident
C0002095,POL0052951,2022-06-23,48104,Open,Theft
C0002096,POL0001899,2023-09-07,48799,Open,Theft
C0002097,POL0045431,2021-05-25,1222,Pending,Liability
C0002098,POL0022673,2023-01-16,26522,Closed,Accident
C0002099,POL0060818,2023-01-28,29876,Open,Natural Disaster
C0002100,POL0011116,2022-07-11,8745,Pending,Natural Disaster
C0002101,POL0029378,2022-12-10,7772,Open,Natural Disaster
C0002102,POL0014717,2019-10-17,5805,Open,Liability
C0002103,POL0047388,2022-08-31,3479,Closed,Natural Disaster
C0002104,POL0032689,2023-08-09,23520,Open,Fire
C0002105,POL0036078,2021-04-12,41509,Closed,Theft
C0002106,POL0036082,2022-05-27,39281,Pending,Theft
C0002107,POL0012129,2021-07-30,6915,Closed,Theft
C0002108,POL0045420,2020-03-29,44534,Closed,Accident
C0002109,POL0038934,2021-08-15,4163,Closed,Theft
C0002110,POL0017817,2022-12-16,24976,Closed,Accident
C0002111,POL0037984,2020-07-26,43826,Open,Natural Disaster
C0002112,POL0033888,2022-05-16,49346,Pending,Theft
C0002113,POL0011177,2021-09-28,44633,Pending,Accident
C0002114,POL0019985,2021-12-11,8019,Closed,Accident
C0002115,POL0035284,2019-12-26,36039,Open,Fire
C0002116,POL0054291,2021-09-27,11255,Open,Natural Disaster
C0002117,POL0058503,2022-08-13,46389,Pending,Fire
C0002118,POL0042719,2020-08-19,30777,Closed,Liability
C0002119,POL0064773,2022-12-14,46097,Closed,Theft
C0002120,POL0044695,2023-07-21,40701,Closed,Accident
C0002121,POL0057537,2023-07-28,18226,Closed,Natural Disaster
C0002122,POL0052916,2023-01-26,10223,Closed,Fire
C0002123,POL0033533,2020-01-29,11017,Closed,Theft
C0002124,POL0064989,2020-11-12,10438,Closed,Natural Disaster
C0002125,POL0052511,2020-02-20,29908,Closed,Natural Disaster
C0002126,POL0039353,2020-06-12,46799,Closed,Liability
C0002127,POL0064565,2024-03-05,44727,Open,Natural Disaster
C0002128,POL0039536,2022-10-24,39103,Closed,Theft
C0002129,POL0003896,2022-11-27,6860,Pending,Natural Disaster
C0002130,POL0050921,2022-12-10,8937,Closed,Natural Disaster
C0002131,POL0032465,2021-06-06,23840,Open,Theft
C0002132,POL0013787,2023-10-24,16335,Open,Fire
C0002133,POL0037804,2024-02-25,9126,Closed,Fire
C0002134,POL0006764,2022-10-20,12124,Pending,Theft
C0002135,POL0019276,2023-04-16,13516,Open,Fire
C0002136,POL0012590,2023-09-24,43904,Closed,Theft
C0002137,POL0016770,2020-06-05,48245,Pending,Fire
C0002138,POL0046284,2019-09-19,47663,Closed,Theft
C0002139,POL0035799,2020-03-25,17071,Open,Accident
C0002140,POL0032547,2022-01-11,19002,Open,Fire
C0002141,POL0018261,2021-02-04,11905,Open,Fire
C0002142,POL0023512,2021-01-02,11979,Closed,Theft
C0002143,POL0023878,2024-08-06,45236,Pending,Theft
C0002144,POL0041444,2021-04-17,46125,Closed,Natural Disaster
C0002145,POL0011038,2023-06-01,46283,Open,Theft
C0002146,POL0046514,2024-06-22,31006,Open,Liability
C0002147,POL0060082,2023-01-09,4783,Closed,Fire
C0002148,POL0040948,2023-01-08,8589,Closed,Natural Disaster
C0002149,POL0051892,2021-04-13,26527,Pending,Theft
C0002150,POL0037364,2020-06-30,31233,Pending,Liability
C0002151,POL0035403,2021-01-20,10825,Closed,Fire
C0002152,POL0028167,2023-06-15,25312,Pending,Accident
C0002153,POL0031492,2019-10-05,37615,Closed,Liability
