PremiumID,PolicyID,PremiumAmount,CommissionAmount
POL0015248,POL0015248,203,16.24
POL0015249,POL0015249,7283,1165.28
POL0015250,POL0015250,1998,119.88
POL0015251,POL0015251,14679,1027.53
POL0015252,POL0015252,2743,137.15
POL0015253,POL0015253,1398,69.9
POL0015254,POL0015254,3618,542.7
POL0015255,POL0015255,2233,334.95
POL0015256,POL0015256,23387,1169.35
POL0015257,POL0015257,2083,374.94
POL0015258,POL0015258,2694,269.4
POL0015259,POL0015259,258,36.12
POL0015260,POL0015260,1809,180.9
POL0015261,POL0015261,82593,8259.3
POL0015262,POL0015262,496,64.48
POL0015263,POL0015263,58696,5282.64
POL0015264,POL0015264,337,43.81
POL0015265,POL0015265,6100,610
POL0015266,POL0015266,146864,29372.8
POL0015267,POL0015267,850,102
POL0015268,POL0015268,6381,701.91
POL0015269,POL0015269,4168,416.8
POL0015270,POL0015270,3556,640.08
POL0015271,POL0015271,31872,3824.64
POL0015272,POL0015272,3452,414.24
POL0015273,POL0015273,2682,455.94
POL0015274,POL0015274,3386,440.18
POL0015275,POL0015275,1860,241.8
POL0015276,POL0015276,702,84.24
POL0015277,POL0015277,524,26.2
POL0015278,POL0015278,4740,853.2
POL0015279,POL0015279,12419,620.95
POL0015280,POL0015280,16685,2002.2
POL0015281,POL0015281,3054,549.72
POL0015282,POL0015282,56560,3393.6
POL0015283,POL0015283,391272,58690.8
POL0015284,POL0015284,1619,113.33
POL0015285,POL0015285,23009,1840.72
POL0015286,POL0015286,15866,2221.24
POL0015287,POL0015287,564,73.32
POL0015288,POL0015288,16793,2351.02
POL0015289,POL0015289,144511,24566.87
POL0015290,POL0015290,1976,316.16
POL0015291,POL0015291,15540,2020.2
POL0015292,POL0015292,41184,5765.76
POL0015293,POL0015293,18487,3697.4
POL0015294,POL0015294,68264,12970.16
POL0015295,POL0015295,4913,933.47
POL0015296,POL0015296,1094,207.86
POL0015297,POL0015297,1070,96.3
POL0015298,POL0015298,3981,517.53
POL0015299,POL0015299,16119,2901.42
POL0015300,POL0015300,804,80.4
POL0015301,POL0015301,671,80.52
POL0015302,POL0015302,6492,843.96
POL0015303,POL0015303,1245,161.85
POL0015304,POL0015304,2629,368.06
POL0015305,POL0015305,1909,171.81
POL0015306,POL0015306,3679,478.27
POL0015307,POL0015307,10653,958.77
POL0015308,POL0015308,7062,423.72
POL0015309,POL0015309,6343,570.87
POL0015310,POL0015310,2222,288.86
POL0015311,POL0015311,14165,1699.8
POL0015312,POL0015312,116542,16315.88
POL0015313,POL0015313,75303,12048.48
POL0015314,POL0015314,824,123.6
POL0015315,POL0015315,5520,772.8
POL0015316,POL0015316,887,141.92
POL0015317,POL0015317,3857,192.85
POL0015318,POL0015318,231,18.48
POL0015319,POL0015319,5389,970.02
POL0015320,POL0015320,132261,25129.59
POL0015321,POL0015321,119,13.09
POL0015322,POL0015322,6262,1127.16
POL0015323,POL0015323,3621,724.2
POL0015324,POL0015324,2841,227.28
POL0015325,POL0015325,277,49.86
POL0015326,POL0015326,1578,126.24
POL0015327,POL0015327,806,120.9
POL0015328,POL0015328,14430,1443
POL0015329,POL0015329,2316,208.44
POL0015330,POL0015330,84412,9285.32
POL0015331,POL0015331,772,108.08
POL0015332,POL0015332,3081,277.29
POL0015333,POL0015333,5218,260.9
POL0015334,POL0015334,371,63.07
POL0015335,POL0015335,5789,405.23
POL0015336,POL0015336,302288,42320.32
POL0015337,POL0015337,11495,1954.15
POL0015338,POL0015338,2024,202.4
POL0015339,POL0015339,2742,411.3
POL0015340,POL0015340,3182,509.12
POL0015341,POL0015341,8540,854
POL0015342,POL0015342,274,16.44
POL0015343,POL0015343,486,87.48
POL0015344,POL0015344,590,59
POL0015345,POL0015345,517,72.38
POL0015346,POL0015346,4350,870
POL0015347,POL0015347,254856,50971.2
POL0015348,POL0015348,9635,1830.65
POL0015349,POL0015349,343,68.6
POL0015350,POL0015350,5380,430.4
POL0015351,POL0015351,6424,385.44
POL0015352,POL0015352,1424,128.16
POL0015353,POL0015353,13022,1562.64
POL0015354,POL0015354,5460,546
POL0015355,POL0015355,63042,6934.62
POL0015356,POL0015356,146655,10265.85
POL0015357,POL0015357,5876,528.84
POL0015358,POL0015358,63643,3182.15
POL0015359,POL0015359,3421,478.94
POL0015360,POL0015360,61054,11600.26
POL0015361,POL0015361,945,160.65
POL0015362,POL0015362,33250,4655
POL0015363,POL0015363,39107,3128.56
POL0015364,POL0015364,1495,224.25
POL0015365,POL0015365,8208,1395.36
POL0015366,POL0015366,274,35.62
POL0015367,POL0015367,19348,1354.36
POL0015368,POL0015368,91770,6423.9
POL0015369,POL0015369,390,74.1
POL0015370,POL0015370,14146,1556.06
POL0015371,POL0015371,8921,802.89
POL0015372,POL0015372,2311,184.88
POL0015373,POL0015373,2100,294
POL0015374,POL0015374,882,149.94
POL0015375,POL0015375,420392,75670.56
POL0015376,POL0015376,3348,569.16
POL0015377,POL0015377,3741,598.56
POL0015378,POL0015378,6643,332.15
POL0015379,POL0015379,1433,171.96
POL0015380,POL0015380,263,52.6
POL0015381,POL0015381,1230,246
POL0015382,POL0015382,3062,367.44
POL0015383,POL0015383,2295,114.75
POL0015384,POL0015384,7144,1143.04
POL0015385,POL0015385,3553,461.89
POL0015386,POL0015386,157426,23613.9
POL0015387,POL0015387,3652,474.76
POL0015388,POL0015388,94511,13231.54
POL0015389,POL0015389,21722,1954.98
POL0015390,POL0015390,4147,290.29
POL0015391,POL0015391,2000,100
POL0015392,POL0015392,9225,1568.25
POL0015393,POL0015393,2124,318.6
POL0015394,POL0015394,22026,3083.64
POL0015395,POL0015395,5857,878.55
POL0015396,POL0015396,33488,4688.32
POL0015397,POL0015397,2516,478.04
POL0015398,POL0015398,3420,649.8
POL0015399,POL0015399,4188,376.92
POL0015400,POL0015400,14529,1888.77
POL0015401,POL0015401,63546,10167.36
POL0015402,POL0015402,8618,1034.16
POL0015403,POL0015403,25824,2324.16
POL0015404,POL0015404,952,152.32
POL0015405,POL0015405,7181,933.53
POL0015406,POL0015406,4994,349.58
POL0015407,POL0015407,1359,163.08
POL0015408,POL0015408,3661,183.05
POL0015409,POL0015409,1516,288.04
POL0015410,POL0015410,11901,595.05
POL0015411,POL0015411,4661,233.05
POL0015412,POL0015412,8462,1692.4
POL0015413,POL0015413,3898,311.84
POL0015414,POL0015414,14099,1127.92
POL0015415,POL0015415,4892,489.2
POL0015416,POL0015416,1835,238.55
POL0015417,POL0015417,2069,165.52
POL0015418,POL0015418,5226,783.9
POL0015419,POL0015419,748,104.72
POL0015420,POL0015420,796,111.44
POL0015421,POL0015421,1053,210.6
POL0015422,POL0015422,8984,1167.92
POL0015423,POL0015423,8282,1076.66
POL0015424,POL0015424,4589,642.46
POL0015425,POL0015425,2111,126.66
POL0015426,POL0015426,60384,4226.88
POL0015427,POL0015427,954,104.94
POL0015428,POL0015428,832,58.24
POL0015429,POL0015429,11897,951.76
POL0015430,POL0015430,8450,1605.5
POL0015431,POL0015431,16964,1187.48
POL0015432,POL0015432,1469,132.21
POL0015433,POL0015433,6436,450.52
POL0015434,POL0015434,4871,681.94
POL0015435,POL0015435,857,137.12
POL0015436,POL0015436,915,183
POL0015437,POL0015437,198,21.78
POL0015438,POL0015438,20610,3709.8
POL0015439,POL0015439,4406,352.48
POL0015440,POL0015440,3800,190
POL0015441,POL0015441,6185,494.8
POL0015442,POL0015442,14989,1648.79
POL0015443,POL0015443,2265,430.35
POL0015444,POL0015444,13853,2355.01
POL0015445,POL0015445,3847,423.17
POL0015446,POL0015446,5677,340.62
POL0015447,POL0015447,1134,56.7
POL0015448,POL0015448,10473,1152.03
POL0015449,POL0015449,3065,337.15
POL0015450,POL0015450,1545,92.7
POL0015451,POL0015451,1972,138.04
POL0015452,POL0015452,4575,686.25
POL0015453,POL0015453,5137,462.33
POL0015454,POL0015454,3073,245.84
POL0015455,POL0015455,17126,2397.64
POL0015456,POL0015456,5470,765.8
POL0015457,POL0015457,2010,341.7
POL0015458,POL0015458,1233,73.98
POL0015459,POL0015459,5290,846.4
POL0015460,POL0015460,2834,566.8
POL0015461,POL0015461,14470,1591.7
POL0015462,POL0015462,3167,348.37
POL0015463,POL0015463,240,21.6
POL0015464,POL0015464,16496,1979.52
POL0015465,POL0015465,2909,407.26
POL0015466,POL0015466,1525,152.5
POL0015467,POL0015467,1042,135.46
POL0015468,POL0015468,108,9.72
POL0015469,POL0015469,45098,4509.8
POL0015470,POL0015470,1242,99.36
POL0015471,POL0015471,744,66.96
POL0015472,POL0015472,12233,733.98
POL0015473,POL0015473,2111,337.76
POL0015474,POL0015474,1485,193.05
POL0015475,POL0015475,16872,843.6
POL0015476,POL0015476,4724,566.88
POL0015477,POL0015477,28154,4504.64
POL0015478,POL0015478,1750,105
POL0015479,POL0015479,4805,384.4
POL0015480,POL0015480,1798,161.82
POL0015481,POL0015481,20547,3492.99
POL0015482,POL0015482,19807,3367.19
POL0015483,POL0015483,7001,700.1
POL0015484,POL0015484,9087,1181.31
POL0015485,POL0015485,1103,55.15
POL0015486,POL0015486,917,64.19
POL0015487,POL0015487,467,46.7
POL0015488,POL0015488,2875,258.75
POL0015489,POL0015489,5367,322.02
POL0015490,POL0015490,15215,1521.5
POL0015491,POL0015491,1026,51.3
POL0015492,POL0015492,263,18.41
POL0015493,POL0015493,2440,341.6
POL0015494,POL0015494,15631,2032.03
POL0015495,POL0015495,5265,947.7
POL0015496,POL0015496,46720,7942.4
POL0015497,POL0015497,5981,1076.58
POL0015498,POL0015498,69608,10441.2
POL0015499,POL0015499,1698,339.6
POL0015500,POL0015500,6741,1011.15
POL0015501,POL0015501,327,32.7
POL0015502,POL0015502,609,60.9
POL0015503,POL0015503,1408,84.48
POL0015504,POL0015504,1098,65.88
POL0015505,POL0015505,2919,496.23
POL0015506,POL0015506,4784,382.72
POL0015507,POL0015507,1140,114
POL0015508,POL0015508,1825,237.25
POL0015509,POL0015509,6380,893.2
POL0015510,POL0015510,13733,961.31
POL0015511,POL0015511,16293,2118.09
POL0015512,POL0015512,4985,348.95
POL0015513,POL0015513,4136,289.52
POL0015514,POL0015514,2748,274.8
POL0015515,POL0015515,5026,653.38
POL0015516,POL0015516,2408,337.12
POL0015517,POL0015517,796,127.36
POL0015518,POL0015518,955,143.25
POL0015519,POL0015519,6562,1312.4
POL0015520,POL0015520,583,93.28
POL0015521,POL0015521,85182,5110.92
POL0015522,POL0015522,42720,5553.6
POL0015523,POL0015523,1886,358.34
POL0015524,POL0015524,6467,1228.73
POL0015525,POL0015525,13611,1224.99
POL0015526,POL0015526,2813,253.17
POL0015527,POL0015527,4322,388.98
POL0015528,POL0015528,1689,337.8
POL0015529,POL0015529,6554,655.4
POL0015530,POL0015530,3786,340.74
POL0015531,POL0015531,3228,258.24
POL0015532,POL0015532,12054,1808.1
POL0015533,POL0015533,626,50.08
POL0015534,POL0015534,18970,1897
POL0015535,POL0015535,9050,452.5
POL0015536,POL0015536,3802,494.26
POL0015537,POL0015537,15571,1557.1
POL0015538,POL0015538,8301,1577.19
POL0015539,POL0015539,504,50.4
POL0015540,POL0015540,20138,1611.04
POL0015541,POL0015541,734,146.8
POL0015542,POL0015542,23905,3585.75
POL0015543,POL0015543,3438,412.56
POL0015544,POL0015544,271,48.78
POL0015545,POL0015545,4709,376.72
POL0015546,POL0015546,1668,283.56
POL0015547,POL0015547,972,97.2
POL0015548,POL0015548,6792,1018.8
POL0015549,POL0015549,946,179.74
POL0015550,POL0015550,5483,328.98
POL0015551,POL0015551,9153,640.71
POL0015552,POL0015552,3116,623.2
POL0015553,POL0015553,439,43.9
POL0015554,POL0015554,10748,2042.12
POL0015555,POL0015555,33312,4996.8
POL0015556,POL0015556,1214,157.82
POL0015557,POL0015557,14137,1979.18
POL0015558,POL0015558,4127,536.51
POL0015559,POL0015559,8940,1072.8
POL0015560,POL0015560,13297,930.79
POL0015561,POL0015561,6694,468.58
POL0015562,POL0015562,5739,860.85
POL0015563,POL0015563,1889,170.01
POL0015564,POL0015564,1090,196.2
POL0015565,POL0015565,24058,4330.44
POL0015566,POL0015566,15081,1658.91
POL0015567,POL0015567,180208,10812.48
POL0015568,POL0015568,12528,1628.64
POL0015569,POL0015569,1418,184.34
POL0015570,POL0015570,13055,2611
POL0015571,POL0015571,1502,255.34
POL0015572,POL0015572,11729,1759.35
POL0015573,POL0015573,7628,762.8
POL0015574,POL0015574,978,156.48
POL0015575,POL0015575,100590,17100.3
POL0015576,POL0015576,654,39.24
POL0015577,POL0015577,6751,1147.67
POL0015578,POL0015578,5468,492.12
POL0015579,POL0015579,1288,218.96
POL0015580,POL0015580,51425,5656.75
POL0015581,POL0015581,4192,754.56
POL0015582,POL0015582,2941,441.15
POL0015583,POL0015583,1748,122.36
POL0015584,POL0015584,1231,98.48
POL0015585,POL0015585,1478,177.36
POL0015586,POL0015586,2959,414.26
POL0015587,POL0015587,2528,151.68
POL0015588,POL0015588,1080,183.6
POL0015589,POL0015589,5401,378.07
POL0015590,POL0015590,1814,163.26
POL0015591,POL0015591,265,31.8
POL0015592,POL0015592,1551,186.12
POL0015593,POL0015593,651,84.63
POL0015594,POL0015594,3065,551.7
POL0015595,POL0015595,1159,197.03
POL0015596,POL0015596,6225,871.5
POL0015597,POL0015597,2294,183.52
POL0015598,POL0015598,74049,5183.43
POL0015599,POL0015599,577,98.09
POL0015600,POL0015600,918,64.26
POL0015601,POL0015601,6391,319.55
POL0015602,POL0015602,7178,574.24
POL0015603,POL0015603,5108,970.52
POL0015604,POL0015604,2328,162.96
POL0015605,POL0015605,190,11.4
POL0015606,POL0015606,7816,781.6
POL0015607,POL0015607,1060,63.6
POL0015608,POL0015608,2382,309.66
POL0015609,POL0015609,16883,3376.6
POL0015610,POL0015610,4400,396
POL0015611,POL0015611,4747,522.17
POL0015612,POL0015612,521,46.89
POL0015613,POL0015613,2636,527.2
POL0015614,POL0015614,3152,567.36
POL0015615,POL0015615,1980,198
POL0015616,POL0015616,11008,2201.6
POL0015617,POL0015617,4855,339.85
POL0015618,POL0015618,10490,1678.4
POL0015619,POL0015619,3896,350.64
POL0015620,POL0015620,2509,175.63
POL0015621,POL0015621,8634,1726.8
POL0015622,POL0015622,920,110.4
POL0015623,POL0015623,102816,5140.8
POL0015624,POL0015624,1752,350.4
POL0015625,POL0015625,18177,3271.86
POL0015626,POL0015626,512,46.08
POL0015627,POL0015627,3830,727.7
POL0015628,POL0015628,2666,533.2
POL0015629,POL0015629,464,69.6
POL0015630,POL0015630,151567,7578.35
POL0015631,POL0015631,17534,3506.8
POL0015632,POL0015632,329,29.61
POL0015633,POL0015633,294,35.28
POL0015634,POL0015634,47600,3808
POL0015635,POL0015635,1649,280.33
POL0015636,POL0015636,1006,90.54
POL0015637,POL0015637,8957,1522.69
POL0015638,POL0015638,2632,447.44
POL0015639,POL0015639,10133,607.98
POL0015640,POL0015640,1669,250.35
POL0015641,POL0015641,4187,586.18
POL0015642,POL0015642,2033,203.3
POL0015643,POL0015643,3425,239.75
POL0015644,POL0015644,259,38.85
POL0015645,POL0015645,561,50.49
POL0015646,POL0015646,542,70.46
POL0015647,POL0015647,1565,172.15
POL0015648,POL0015648,22536,1802.88
POL0015649,POL0015649,6559,1180.62
POL0015650,POL0015650,638,57.42
POL0015651,POL0015651,448,40.32
POL0015652,POL0015652,16730,1673
POL0015653,POL0015653,14227,2134.05
POL0015654,POL0015654,311,24.88
POL0015655,POL0015655,1241,74.46
POL0015656,POL0015656,2544,305.28
POL0015657,POL0015657,11437,800.59
POL0015658,POL0015658,19306,2702.84
POL0015659,POL0015659,721,115.36
POL0015660,POL0015660,2030,284.2
POL0015661,POL0015661,1132,79.24
POL0015662,POL0015662,347,62.46
POL0015663,POL0015663,2835,453.6
POL0015664,POL0015664,363,47.19
POL0015665,POL0015665,4297,773.46
POL0015666,POL0015666,1530,306
POL0015667,POL0015667,1550,124
POL0015668,POL0015668,1590,174.9
POL0015669,POL0015669,15904,2385.6
POL0015670,POL0015670,20048,2606.24
POL0015671,POL0015671,1309,248.71
POL0015672,POL0015672,4849,824.33
POL0015673,POL0015673,429,25.74
POL0015674,POL0015674,5854,292.7
POL0015675,POL0015675,586,117.2
POL0015676,POL0015676,6326,632.6
POL0015677,POL0015677,429,47.19
POL0015678,POL0015678,4779,669.06
POL0015679,POL0015679,2520,252
POL0015680,POL0015680,630,69.3
POL0015681,POL0015681,1135,215.65
POL0015682,POL0015682,1037,207.4
POL0015683,POL0015683,8364,1589.16
POL0015684,POL0015684,5394,377.58
POL0015685,POL0015685,2755,413.25
POL0015686,POL0015686,1105,132.6
POL0015687,POL0015687,7934,952.08
POL0015688,POL0015688,17515,2452.1
POL0015689,POL0015689,3069,613.8
POL0015690,POL0015690,1502,105.14
POL0015691,POL0015691,10000,600
POL0015692,POL0015692,3812,609.92
POL0015693,POL0015693,484,96.8
POL0015694,POL0015694,853,119.42
POL0015695,POL0015695,400,24
POL0015696,POL0015696,346,62.28
POL0015697,POL0015697,1926,269.64
POL0015698,POL0015698,3125,593.75
POL0015699,POL0015699,160888,22524.32
POL0015700,POL0015700,16086,2573.76
POL0015701,POL0015701,5346,855.36
POL0015702,POL0015702,31014,3101.4
POL0015703,POL0015703,4710,282.6
POL0015704,POL0015704,49216,8858.88
POL0015705,POL0015705,166,31.54
POL0015706,POL0015706,2374,379.84
POL0015707,POL0015707,1442,86.52
POL0015708,POL0015708,23467,3754.72
POL0015709,POL0015709,2740,219.2
POL0015710,POL0015710,4729,331.03
POL0015711,POL0015711,8640,691.2
POL0015712,POL0015712,8304,1079.52
POL0015713,POL0015713,1889,151.12
POL0015714,POL0015714,1854,92.7
POL0015715,POL0015715,1801,162.09
POL0015716,POL0015716,3640,546
POL0015717,POL0015717,56330,6196.3
POL0015718,POL0015718,1175,129.25
POL0015719,POL0015719,11219,1458.47
POL0015720,POL0015720,2518,251.8
POL0015721,POL0015721,1990,99.5
POL0015722,POL0015722,753,60.24
POL0015723,POL0015723,4356,392.04
POL0015724,POL0015724,4494,763.98
POL0015725,POL0015725,18625,1117.5
POL0015726,POL0015726,2954,295.4
POL0015727,POL0015727,5468,1093.6
POL0015728,POL0015728,1395,237.15
POL0015729,POL0015729,13178,1186.02
POL0015730,POL0015730,1784,142.72
POL0015731,POL0015731,1481,148.1
POL0015732,POL0015732,15206,912.36
POL0015733,POL0015733,538,59.18
POL0015734,POL0015734,4253,340.24
POL0015735,POL0015735,2951,472.16
POL0015736,POL0015736,11145,1783.2
POL0015737,POL0015737,1064,212.8
POL0015738,POL0015738,981,58.86
POL0015739,POL0015739,713,57.04
POL0015740,POL0015740,6906,690.6
POL0015741,POL0015741,6850,1370
POL0015742,POL0015742,1408,281.6
POL0015743,POL0015743,1953,234.36
POL0015744,POL0015744,27818,3894.52
POL0015745,POL0015745,113,13.56
POL0015746,POL0015746,1170,187.2
POL0015747,POL0015747,1775,266.25
POL0015748,POL0015748,865,173
POL0015749,POL0015749,1308,156.96
POL0015750,POL0015750,116,15.08
POL0015751,POL0015751,21526,4305.2
POL0015752,POL0015752,1130,90.4
POL0015753,POL0015753,888,177.6
POL0015754,POL0015754,491,68.74
POL0015755,POL0015755,7974,1196.1
POL0015756,POL0015756,7302,1387.38
POL0015757,POL0015757,2810,421.5
POL0015758,POL0015758,10024,902.16
POL0015759,POL0015759,14803,888.18
POL0015760,POL0015760,71736,8608.32
POL0015761,POL0015761,1321,105.68
POL0015762,POL0015762,4499,404.91
POL0015763,POL0015763,1287,77.22
POL0015764,POL0015764,1681,319.39
POL0015765,POL0015765,21806,1744.48
POL0015766,POL0015766,1775,301.75
POL0015767,POL0015767,466088,27965.28
POL0015768,POL0015768,10114,707.98
POL0015769,POL0015769,180340,10820.4
POL0015770,POL0015770,10420,1875.6
POL0015771,POL0015771,15392,1077.44
POL0015772,POL0015772,6038,543.42
POL0015773,POL0015773,2884,519.12
POL0015774,POL0015774,967,106.37
POL0015775,POL0015775,1587,317.4
POL0015776,POL0015776,2146,214.6
POL0015777,POL0015777,560,28
POL0015778,POL0015778,2280,182.4
POL0015779,POL0015779,4548,500.28
POL0015780,POL0015780,398,27.86
POL0015781,POL0015781,2087,229.57
POL0015782,POL0015782,362,65.16
POL0015783,POL0015783,1651,148.59
POL0015784,POL0015784,981,176.58
POL0015785,POL0015785,581,81.34
POL0015786,POL0015786,6970,1184.9
POL0015787,POL0015787,2850,513
POL0015788,POL0015788,3520,246.4
POL0015789,POL0015789,3705,741
POL0015790,POL0015790,539,26.95
POL0015791,POL0015791,10912,1418.56
POL0015792,POL0015792,9527,1714.86
POL0015793,POL0015793,937,84.33
POL0015794,POL0015794,2607,286.77
POL0015795,POL0015795,8772,614.04
POL0015796,POL0015796,8305,1328.8
POL0015797,POL0015797,10896,1961.28
POL0015798,POL0015798,879,114.27
POL0015799,POL0015799,698,139.6
POL0015800,POL0015800,4245,382.05
POL0015801,POL0015801,9957,1095.27
POL0015802,POL0015802,1735,242.9
POL0015803,POL0015803,28618,3147.98
POL0015804,POL0015804,1197,71.82
POL0015805,POL0015805,67578,3378.9
POL0015806,POL0015806,1903,323.51
POL0015807,POL0015807,72514,12327.38
POL0015808,POL0015808,22394,4254.86
POL0015809,POL0015809,1947,350.46
POL0015810,POL0015810,92705,4635.25
POL0015811,POL0015811,6114,672.54
POL0015812,POL0015812,8504,1700.8
POL0015813,POL0015813,548,54.8
POL0015814,POL0015814,1846,350.74
POL0015815,POL0015815,4016,642.56
POL0015816,POL0015816,43428,2605.68
POL0015817,POL0015817,13587,2581.53
POL0015818,POL0015818,19085,1526.8
POL0015819,POL0015819,561,84.15
POL0015820,POL0015820,4522,361.76
POL0015821,POL0015821,2972,416.08
POL0015822,POL0015822,44408,7993.44
POL0015823,POL0015823,6756,675.6
POL0015824,POL0015824,360,61.2
POL0015825,POL0015825,62839,10054.24
POL0015826,POL0015826,1573,110.11
POL0015827,POL0015827,2220,444
POL0015828,POL0015828,775,85.25
POL0015829,POL0015829,2540,406.4
POL0015830,POL0015830,5493,714.09
POL0015831,POL0015831,6709,872.17
POL0015832,POL0015832,3467,658.73
POL0015833,POL0015833,5638,845.7
POL0015834,POL0015834,2682,402.3
POL0015835,POL0015835,67816,13563.2
POL0015836,POL0015836,4607,875.33
POL0015837,POL0015837,4801,288.06
POL0015838,POL0015838,3763,188.15
POL0015839,POL0015839,2059,288.26
POL0015840,POL0015840,3986,199.3
POL0015841,POL0015841,3126,218.82
POL0015842,POL0015842,2403,360.45
POL0015843,POL0015843,21089,2741.57
POL0015844,POL0015844,1774,337.06
POL0015845,POL0015845,2617,314.04
POL0015846,POL0015846,12346,740.76
POL0015847,POL0015847,95,13.3
POL0015848,POL0015848,2399,119.95
POL0015849,POL0015849,5239,261.95
POL0015850,POL0015850,4497,314.79
POL0015851,POL0015851,99477,13926.78
POL0015852,POL0015852,762,83.82
POL0015853,POL0015853,1392,111.36
POL0015854,POL0015854,15850,2536
POL0015855,POL0015855,3108,435.12
POL0015856,POL0015856,78166,14851.54
POL0015857,POL0015857,23651,1182.55
POL0015858,POL0015858,9253,1295.42
POL0015859,POL0015859,17272,1209.04
POL0015860,POL0015860,5974,716.88
POL0015861,POL0015861,733,80.63
POL0015862,POL0015862,12893,1418.23
POL0015863,POL0015863,1507,241.12
POL0015864,POL0015864,560,95.2
POL0015865,POL0015865,80178,12828.48
POL0015866,POL0015866,5496,1044.24
POL0015867,POL0015867,1736,312.48
POL0015868,POL0015868,11923,2265.37
POL0015869,POL0015869,7031,773.41
POL0015870,POL0015870,2543,381.45
POL0015871,POL0015871,7283,1383.77
POL0015872,POL0015872,2996,329.56
POL0015873,POL0015873,1592,254.72
POL0015874,POL0015874,2527,505.4
POL0015875,POL0015875,16290,814.5
POL0015876,POL0015876,1305,221.85
POL0015877,POL0015877,9390,1690.2
POL0015878,POL0015878,40273,4027.3
POL0015879,POL0015879,3116,218.12
POL0015880,POL0015880,2318,440.42
POL0015881,POL0015881,1313,157.56
POL0015882,POL0015882,451304,76721.68
POL0015883,POL0015883,6845,410.7
POL0015884,POL0015884,1265,139.15
POL0015885,POL0015885,4871,925.49
POL0015886,POL0015886,2788,139.4
POL0015887,POL0015887,12856,1157.04
POL0015888,POL0015888,115453,9236.24
POL0015889,POL0015889,64366,9654.9
POL0015890,POL0015890,2409,264.99
POL0015891,POL0015891,13606,2040.9
POL0015892,POL0015892,1788,143.04
POL0015893,POL0015893,465,51.15
POL0015894,POL0015894,947,56.82
POL0015895,POL0015895,1168,163.52
POL0015896,POL0015896,10668,1600.2
POL0015897,POL0015897,100561,6033.66
POL0015898,POL0015898,2087,333.92
POL0015899,POL0015899,4290,729.3
POL0015900,POL0015900,990,99
POL0015901,POL0015901,500,75
POL0015902,POL0015902,2728,163.68
POL0015903,POL0015903,419,71.23
POL0015904,POL0015904,172,24.08
POL0015905,POL0015905,2414,193.12
POL0015906,POL0015906,6927,415.62
POL0015907,POL0015907,3506,490.84
POL0015908,POL0015908,746,104.44
POL0015909,POL0015909,2883,259.47
POL0015910,POL0015910,1761,246.54
POL0015911,POL0015911,9789,1664.13
POL0015912,POL0015912,26418,3962.7
POL0015913,POL0015913,11673,817.11
POL0015914,POL0015914,154158,30831.6
POL0015915,POL0015915,1665,233.1
POL0015916,POL0015916,2779,500.22
POL0015917,POL0015917,65489,4584.23
POL0015918,POL0015918,5730,1088.7
POL0015919,POL0015919,7476,1495.2
POL0015920,POL0015920,9967,1794.06
POL0015921,POL0015921,908,81.72
POL0015922,POL0015922,16884,1350.72
POL0015923,POL0015923,4998,649.74
POL0015924,POL0015924,725,50.75
POL0015925,POL0015925,7458,969.54
POL0015926,POL0015926,64464,6446.4
POL0015927,POL0015927,769,153.8
POL0015928,POL0015928,4910,245.5
POL0015929,POL0015929,2177,195.93
POL0015930,POL0015930,8636,1640.84
POL0015931,POL0015931,1563,203.19
POL0015932,POL0015932,1986,278.04
POL0015933,POL0015933,33261,4989.15
POL0015934,POL0015934,11986,1318.46
POL0015935,POL0015935,9094,1182.22
POL0015936,POL0015936,35532,6395.76
POL0015937,POL0015937,3544,248.08
POL0015938,POL0015938,5418,758.52
POL0015939,POL0015939,134,16.08
POL0015940,POL0015940,2648,397.2
POL0015941,POL0015941,810,145.8
POL0015942,POL0015942,106173,20172.87
POL0015943,POL0015943,1350,148.5
POL0015944,POL0015944,9725,875.25
POL0015945,POL0015945,2562,128.1
POL0015946,POL0015946,25460,4328.2
POL0015947,POL0015947,16506,2640.96
POL0015948,POL0015948,89500,13425
POL0015949,POL0015949,10336,1550.4
POL0015950,POL0015950,1087,163.05
POL0015951,POL0015951,5862,351.72
POL0015952,POL0015952,376,52.64
POL0015953,POL0015953,650,65
POL0015954,POL0015954,58251,11650.2
POL0015955,POL0015955,16030,2564.8
POL0015956,POL0015956,6894,413.64
POL0015957,POL0015957,17015,3232.85
POL0015958,POL0015958,793,134.81
POL0015959,POL0015959,1131,147.03
POL0015960,POL0015960,1793,233.09
POL0015961,POL0015961,5023,853.91
POL0015962,POL0015962,14662,733.1
POL0015963,POL0015963,8383,1173.62
POL0015964,POL0015964,20373,3463.41
POL0015965,POL0015965,4123,288.61
POL0015966,POL0015966,996,139.44
POL0015967,POL0015967,541,54.1
POL0015968,POL0015968,4975,945.25
POL0015969,POL0015969,1780,284.8
POL0015970,POL0015970,2491,199.28
POL0015971,POL0015971,79139,12662.24
POL0015972,POL0015972,71160,12097.2
POL0015973,POL0015973,5758,690.96
POL0015974,POL0015974,283,28.3
POL0015975,POL0015975,5000,900
POL0015976,POL0015976,65141,9119.74
POL0015977,POL0015977,4623,277.38
POL0015978,POL0015978,2827,197.89
POL0015979,POL0015979,1788,268.2
POL0015980,POL0015980,2541,355.74
POL0015981,POL0015981,759,68.31
POL0015982,POL0015982,3210,288.9
